PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
7MA5,8.38424,-82.06053789140053,Maximum number of iterations has been exceeded.,False,500,81504,497,41,14
7MA7,6.96207,-91.00983552854424,Maximum number of iterations has been exceeded.,False,500,78557,571,41,16
7MA8,8.69883,-90.50125175211775,Maximum number of iterations has been exceeded.,False,500,79293,506,41,16
7MA9,6.72821,-84.773663014412,Maximum number of iterations has been exceeded.,False,500,85246,466,42,15
7MAA,7.72848,-81.8706935454847,Maximum number of iterations has been exceeded.,False,500,86060,611,42,15
7MAZ,5.96392,-73.69759701632294,Maximum number of iterations has been exceeded.,False,500,82029,572,40,17
7MB0,5.18517,-67.44738829870903,Maximum number of iterations has been exceeded.,False,500,85293,541,38,17
7MCE,3.222,-68.51480883439541,Optimization terminated successfully.,True,225,35632,491,38,5
7MCF,5.20601,-56.085612637897896,Optimization terminated successfully.,True,335,52656,461,39,5
7MCJ,4.34483,-33.43687621894837,Optimization terminated successfully.,True,473,73521,290,19,8
7MCK,10.1149,-84.04082762037507,Optimization terminated successfully.,True,355,56474,536,34,7
7MCU,4.8179,-54.275736591232146,Optimization terminated successfully.,True,255,39378,273,20,3
7MDB,6.61312,-45.840933758281906,Optimization terminated successfully.,True,191,29956,260,20,3
7MDN,1.15632,-71.15077330103594,Optimization terminated successfully.,True,318,49378,323,23,5
7ME8,2.06556,-79.17966412016995,Optimization terminated successfully.,True,150,23506,372,21,5
7MFX,4.54634,-60.93537759253806,Optimization terminated successfully.,True,84,12981,361,23,4
7MFY,8.36249,-87.27999699556877,Optimization terminated successfully.,True,111,17896,327,18,3
7MJD,3.00778,-72.884499265554,Optimization terminated successfully.,True,145,22131,389,30,4
7MLC,7.92889,-68.43557815070338,Maximum number of iterations has been exceeded.,False,500,82245,714,44,12
7MLD,9.2232,-50.9361312509447,Maximum number of iterations has been exceeded.,False,500,81903,540,45,12
7MLG,3.47444,-77.61191704830453,Optimization terminated successfully.,True,485,74468,376,32,9
7MLQ,3.32323,-66.94354987443155,Optimization terminated successfully.,True,344,54114,429,32,7
7MLR,4.08418,-69.01558572114048,Optimization terminated successfully.,True,213,33678,474,32,7
7MLS,7.5923,-90.37157624486981,Optimization terminated successfully.,True,188,28757,460,27,4
7MOS,4.72586,-108.133274572821,Optimization terminated successfully.,True,304,48378,579,35,7
7MOX,7.35924,-79.7755986838823,Maximum number of iterations has been exceeded.,False,500,82967,529,39,12
7MOY,6.99784,-79.05832383635422,Maximum number of iterations has been exceeded.,False,500,81504,567,42,14
7MOZ,11.3197,-125.25684544000737,Optimization terminated successfully.,True,263,41912,592,46,7
7MPH,8.87362,-54.962097891754404,Optimization terminated successfully.,True,408,64098,491,48,7
7MQP,6.87365,-78.29797498354564,Optimization terminated successfully.,True,198,30081,479,30,4
7MR9,2.96528,-35.05662618931775,Optimization terminated successfully.,True,192,30209,288,24,2
7MRA,3.40047,-44.34774180586681,Optimization terminated successfully.,True,244,37113,283,24,4
7MRB,5.19396,-64.86680842041619,Optimization terminated successfully.,True,266,42393,469,32,6
7MRG,7.13133,-33.10011144792082,Optimization terminated successfully.,True,127,20275,286,24,2
7MRH,3.34559,-45.32957613505731,Optimization terminated successfully.,True,167,26102,289,24,4
7MS6,7.69367,-29.977076463426513,Maximum number of iterations has been exceeded.,False,500,78982,351,29,7
7MSB,2.09542,-59.31383197718964,Optimization terminated successfully.,True,138,21452,522,35,2
7MSD,4.00261,-52.682094731419305,Optimization terminated successfully.,True,313,50388,519,40,6
7MT4,7.61191,-104.26171503150049,Optimization terminated successfully.,True,112,20252,417,22,8
7MT5,7.68841,-111.54793428957511,Optimization terminated successfully.,True,92,16407,376,22,8
7MT6,7.86307,-91.45829333504238,Optimization terminated successfully.,True,149,23415,340,22,8
7MTU,2.90685,-36.97878352011391,Maximum number of iterations has been exceeded.,False,500,77874,388,33,8
7MTX,4.27949,-37.81399403270678,Maximum number of iterations has been exceeded.,False,500,77649,385,33,8
7MTY,7.21166,-70.65513916227088,Optimization terminated successfully.,True,350,55050,315,29,7
7MWN,6.16482,-40.87920896097016,Optimization terminated successfully.,True,304,46762,428,32,4
7MX0,6.4232,-63.53005795568723,Optimization terminated successfully.,True,333,53532,472,30,7
7MY5,7.84606,-41.886802692157,Maximum number of iterations has been exceeded.,False,500,78828,509,29,7
7MYI,3.18946,-61.50178737994469,Optimization terminated successfully.,True,131,20253,237,21,2
7MYR,2.33176,-72.18415678312273,Optimization terminated successfully.,True,141,21773,302,22,2
7N03,5.0187,-69.74185126365053,Maximum number of iterations has been exceeded.,False,500,80517,385,28,10
7N2A,7.10645,-77.83469339540622,Optimization terminated successfully.,True,414,65598,428,31,6
7N3L,2.51351,-45.5666325644111,Optimization terminated successfully.,True,296,46614,351,24,5
7N42,3.59657,-100.73697321863676,Optimization terminated successfully.,True,262,41924,566,36,7
7N44,7.2411,-92.95839886243874,Optimization terminated successfully.,True,345,55211,592,36,6
7N47,6.6845,-64.10605075941719,Maximum number of iterations has been exceeded.,False,500,79122,302,28,7
7N4N,2.61228,-84.40709098993969,Optimization terminated successfully.,True,171,27980,474,32,7
7N4Q,6.68119,-80.5712180006943,Maximum number of iterations has been exceeded.,False,500,79766,467,31,7
7N4R,1.88881,-58.38260158128398,Maximum number of iterations has been exceeded.,False,500,78654,282,24,8
7N4S,3.66434,-72.5639351919875,Optimization terminated successfully.,True,233,35837,362,29,4
7N4W,7.94683,-42.36720747675582,Optimization terminated successfully.,True,89,14435,326,26,4
7N4Z,5.75973,-41.342478774032436,Optimization terminated successfully.,True,208,32593,368,30,4
7N54,2.08802,-48.61550580496393,Optimization terminated successfully.,True,76,12518,383,26,4
7N55,8.53845,-64.7186799827366,Optimization terminated successfully.,True,500,79332,478,28,7
7N5X,5.56663,-56.89734042695214,Optimization terminated successfully.,True,121,19596,227,19,3
7N5Y,5.31064,-67.53915742451935,Optimization terminated successfully.,True,265,41216,317,26,5
7N66,7.71526,-58.028356442719925,Optimization terminated successfully.,True,186,29704,521,36,7
7N6F,8.52803,-58.003710905663745,Optimization terminated successfully.,True,485,74165,371,26,4
7N6V,7.5433,-56.92465036947847,Maximum number of iterations has been exceeded.,False,500,76792,439,35,13
7N6X,7.25268,-44.279025476845696,Maximum number of iterations has been exceeded.,False,500,77392,374,35,13
7N7U,5.7811,-41.84013057887013,Optimization terminated successfully.,True,142,22089,268,19,3
7N8E,4.2051,-64.41079745710255,Maximum number of iterations has been exceeded.,False,500,78039,442,21,8
7N8L,5.58358,-98.1404343553841,Optimization terminated successfully.,True,420,63566,426,20,9
7NA3,6.8347,-88.18479272480769,Optimization terminated successfully.,True,310,48810,403,36,7
7NAJ,5.4342,-37.58244581149398,Optimization terminated successfully.,True,187,29396,269,17,5
7NB4,5.07354,-74.53766091210393,Optimization terminated successfully.,True,315,50892,340,31,7
7NBW,6.58398,-82.56258735518779,Optimization terminated successfully.,True,142,22929,354,21,3
7NC4,4.20699,-82.10178856347072,Optimization terminated successfully.,True,466,72170,286,27,5
7NGD,7.58686,-92.39534311715215,Optimization terminated successfully.,True,386,60666,352,20,7
7NGG,5.72839,-77.80419251197846,Optimization terminated successfully.,True,175,28088,335,17,3
7NGI,6.50816,-92.08510431741159,Optimization terminated successfully.,True,357,56164,290,19,5
7NGR,6.96024,-93.11173850546648,Optimization terminated successfully.,True,183,28194,343,20,4
7NGX,8.59467,-54.301012649051586,Maximum number of iterations has been exceeded.,False,500,83347,323,21,12
7NGY,4.33935,-47.45952012882167,Maximum number of iterations has been exceeded.,False,500,78234,295,18,8
7NH4,4.58739,-65.18865008986006,Maximum number of iterations has been exceeded.,False,500,76318,504,42,9
7NH5,2.91676,-71.0866782289993,Maximum number of iterations has been exceeded.,False,500,81554,485,44,10
7NHH,4.18562,-43.54728791051789,Maximum number of iterations has been exceeded.,False,500,78099,478,33,8
7NHI,8.64466,-79.36501831918375,Maximum number of iterations has been exceeded.,False,500,77469,479,34,8
7NIG,6.37488,-87.98293015030498,Optimization terminated successfully.,True,71,11256,254,13,1
7NJ9,5.41429,-50.88823554733554,Optimization terminated successfully.,True,179,27882,286,20,2
7NJA,5.10185,-57.453249237505474,Optimization terminated successfully.,True,100,15676,268,18,2
7NJB,4.71514,-72.2544004037165,Optimization terminated successfully.,True,141,22934,236,16,2
7NK3,6.57881,-61.48476462208261,Optimization terminated successfully.,True,165,26177,275,20,2
7NK5,6.99524,-44.124230674951995,Optimization terminated successfully.,True,190,28881,320,20,4
7NKG,5.60796,-20.608743996050286,Maximum number of iterations has been exceeded.,False,500,82245,297,21,12
7NL6,6.79295,-38.33213780189135,Optimization terminated successfully.,True,97,15250,331,23,4
7NL7,7.04606,-53.63211994239842,Optimization terminated successfully.,True,207,33204,345,26,7
7NLA,6.59569,-58.72216512862654,Optimization terminated successfully.,True,164,25815,299,18,3
7NLM,5.92521,-63.94974490376501,Optimization terminated successfully.,True,217,35555,286,17,6
7NM1,7.80509,-43.2695493232048,Optimization terminated successfully.,True,179,28150,275,21,3
7NN2,2.85399,-47.33678334362329,Optimization terminated successfully.,True,58,9481,282,20,2
7NND,6.05967,-41.05184580867791,Optimization terminated successfully.,True,101,16812,271,22,5
7NNE,6.45536,-45.45986645946844,Optimization terminated successfully.,True,128,20526,329,22,5
7NNS,4.45982,-68.05578592343313,Optimization terminated successfully.,True,429,67906,474,31,7
7NNW,5.20368,-39.09289988673454,Optimization terminated successfully.,True,98,15993,187,12,2
7NOS,3.67734,-55.85223825933482,Optimization terminated successfully.,True,70,11606,239,14,1
7NP6,6.05892,-55.991246554134264,Optimization terminated successfully.,True,458,71898,454,32,7
7NPB,6.44037,-42.74832513746327,Optimization terminated successfully.,True,211,33392,249,22,5
7NPG,6.58455,-43.37822417348562,Optimization terminated successfully.,True,182,29250,348,22,5
7NPK,4.79395,-49.352630477911084,Maximum number of iterations has been exceeded.,False,500,78884,424,26,7
7NPL,6.85595,-90.3327651611904,Maximum number of iterations has been exceeded.,False,500,80004,447,27,7
7NQ8,7.51503,-49.995393155867205,Maximum number of iterations has been exceeded.,False,500,78450,417,25,7
7NQI,4.78855,-50.351424214167714,Maximum number of iterations has been exceeded.,False,500,79508,302,25,6
7NQJ,5.56585,-66.35773692554007,Optimization terminated successfully.,True,261,42237,329,25,6
7NQN,7.24023,-71.69794279337816,Optimization terminated successfully.,True,141,21531,391,23,4
7NQP,7.23982,-65.39891481116868,Optimization terminated successfully.,True,123,19172,318,19,2
7NQW,4.08908,-55.569142381829636,Maximum number of iterations has been exceeded.,False,500,78637,419,38,6
7NR4,2.48687,-63.07344304631603,Optimization terminated successfully.,True,342,53781,408,27,6
7NR7,7.57166,-52.10079423458367,Optimization terminated successfully.,True,80,12789,287,19,2
7NRB,3.47915,-67.12317104755502,Optimization terminated successfully.,True,153,23885,424,26,2
7NRL,7.56896,-62.34637833263622,Optimization terminated successfully.,True,121,18733,389,19,2
7NRO,7.06027,-125.76098803571912,Optimization terminated successfully.,True,191,31646,442,24,7
7NSV,5.19866,-60.39500146594016,Optimization terminated successfully.,True,104,17193,304,20,2
7NTB,2.50216,-83.43597247973713,Maximum number of iterations has been exceeded.,False,500,78814,375,28,7
7NTH,5.31235,-34.229321934048386,Maximum number of iterations has been exceeded.,False,500,81732,387,39,12
7NTI,6.58001,-47.95176069529596,Maximum number of iterations has been exceeded.,False,500,77031,471,31,11
7NTV,6.1667,-65.96179479081677,Optimization terminated successfully.,True,297,48126,317,21,6
7NV4,6.29977,-57.3384952975277,Optimization terminated successfully.,True,172,27142,347,19,2
7NVI,5.52087,-66.31708377340097,Optimization terminated successfully.,True,119,19437,347,21,2
7NW2,8.09494,-73.31011826380417,Maximum number of iterations has been exceeded.,False,500,78147,483,34,11
7NWA,2.91203,-93.57228395532086,Optimization terminated successfully.,True,187,29552,425,26,5
7NWC,8.41807,-56.96959177828359,Optimization terminated successfully.,True,71,11031,490,23,4
7NWS,6.60409,-59.460137043394056,Optimization terminated successfully.,True,223,34982,286,22,3
7NXJ,5.44577,-56.533322348095524,Maximum number of iterations has been exceeded.,False,500,78968,568,40,7
7NXN,9.37049,-105.26029599097066,Optimization terminated successfully.,True,261,41776,549,34,5
7NXO,8.86775,-91.081919248534,Optimization terminated successfully.,True,408,63658,653,34,5
7NXS,5.6062,-70.77610477926916,Optimization terminated successfully.,True,128,20391,396,21,2
7NXT,6.59025,-72.40144780533836,Optimization terminated successfully.,True,148,22837,380,20,2
7NXW,6.6129,-60.6372151759174,Optimization terminated successfully.,True,144,22229,370,21,2
7NXY,5.25773,-73.94464601399883,Optimization terminated successfully.,True,101,16008,381,21,2
7NY9,8.17169,-79.38671962691154,Optimization terminated successfully.,True,210,33346,460,31,5
7NYE,7.49138,-46.054277015312834,Optimization terminated successfully.,True,201,31116,296,19,3
7NYF,4.65058,-54.95752765758308,Optimization terminated successfully.,True,160,24661,312,17,2
7NYG,3.78994,-56.52638354382336,Optimization terminated successfully.,True,143,22500,268,16,2
7NZ6,7.97413,-41.86617653404873,Optimization terminated successfully.,True,279,43576,343,20,5
7NZN,6.76724,-128.6981452456509,Maximum number of iterations has been exceeded.,False,500,84145,460,41,12
7NZS,1.50646,-101.121185561006,Optimization terminated successfully.,True,120,18381,253,18,4
7NZT,2.39398,-70.34427963123885,Optimization terminated successfully.,True,156,24765,332,28,6
7NZW,0.778851,-65.68716080671582,Optimization terminated successfully.,True,146,23161,285,23,3
7NZY,0.543535,-66.3347705044281,Optimization terminated successfully.,True,90,14182,242,20,1
7O0L,12.9919,-59.65881522962752,Maximum number of iterations has been exceeded.,False,500,79108,578,41,7
7O22,2.38371,-83.15231477247733,Optimization terminated successfully.,True,368,58747,375,21,6
7O27,3.95667,-91.75506157745585,Optimization terminated successfully.,True,257,39558,603,36,4
7O28,1.30124,-74.20373538275832,Optimization terminated successfully.,True,233,36068,449,37,4
7O2A,3.58561,-44.71277470129629,Maximum number of iterations has been exceeded.,False,500,80032,424,30,7
7O2F,11.1016,-95.19688541827932,Optimization terminated successfully.,True,395,61236,511,37,5
7O34,3.99327,-30.458618181624935,Optimization terminated successfully.,True,161,25366,260,18,3
7O3Q,6.25798,-57.60819206658323,Optimization terminated successfully.,True,315,48668,283,17,3
7O3U,0.704701,-104.74926213624704,Optimization terminated successfully.,True,58,10054,524,36,1
